Name,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On
Ambrée,ambree,60649767b7ab271c63481742,653acfd9e882f528b3ed2e72,606499348315246ce1ca8788,false,true,Wed Mar 31 2021 15:45:56 GMT+0000 (Coordinated Universal Time),Wed Apr 07 2021 17:24:00 GMT+0000 (Coordinated Universal Time),
Blanche,blanche,60649767b7ab271c63481742,653acfd9e882f528b3ed2e72,6064993c6b69ecab675c251d,false,true,Wed Mar 31 2021 15:46:04 GMT+0000 (Coordinated Universal Time),Wed Apr 07 2021 17:23:59 GMT+0000 (Coordinated Universal Time),
Blonde,blonde,60649767b7ab271c63481742,653acfd9e882f528b3ed2e72,60649943a80e8a3ef83c9879,false,true,Wed Mar 31 2021 15:46:11 GMT+0000 (Coordinated Universal Time),Wed Apr 07 2021 17:23:59 GMT+0000 (Coordinated Universal Time),
Brune,brune,60649767b7ab271c63481742,653acfd9e882f528b3ed2e72,606499487ab6ea1895ee7eb9,false,true,Wed Mar 31 2021 15:46:16 GMT+0000 (Coordinated Universal Time),Wed Apr 07 2021 17:23:58 GMT+0000 (Coordinated Universal Time),
Noire,noire,60649767b7ab271c63481742,653acfd9e882f528b3ed2e72,6064994dd88c1c56631088d3,false,true,Wed Mar 31 2021 15:46:21 GMT+0000 (Coordinated Universal Time),Wed Apr 07 2021 17:23:57 GMT+0000 (Coordinated Universal Time),
Rosée,rosee,60649767b7ab271c63481742,653acfd9e882f528b3ed2e72,6064995239a45bf646982180,false,true,Wed Mar 31 2021 15:46:26 GMT+0000 (Coordinated Universal Time),Wed Apr 07 2021 17:23:57 GMT+0000 (Coordinated Universal Time),
Rubis,rubis,60649767b7ab271c63481742,653acfd9e882f528b3ed2e72,606499597ab6ea73d1ee7ee1,false,true,Wed Mar 31 2021 15:46:33 GMT+0000 (Coordinated Universal Time),Wed Apr 07 2021 17:23:55 GMT+0000 (Coordinated Universal Time),
Verte,verte,60649767b7ab271c63481742,653acfd9e882f528b3ed2e72,60649960fb18129dc3c0f744,false,true,Wed Mar 31 2021 15:46:40 GMT+0000 (Coordinated Universal Time),Wed Apr 07 2021 17:23:55 GMT+0000 (Coordinated Universal Time),
