Name,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On
France,france,5f89a911cc076800fa93d7f9,653acfd9e882f528b3ed2e72,5f89a95681ca125aa9068a80,false,false,Fri Oct 16 2020 14:08:22 GMT+0000 (Coordinated Universal Time),Sun Feb 07 2021 18:26:57 GMT+0000 (Coordinated Universal Time),Sun Feb 07 2021 18:28:53 GMT+0000 (Coordinated Universal Time)
